"Date","Price","Open","High","Low","Change %"
"Oct 06, 2019","7.0880","7.1314","7.1527","7.0872","-0.84%"
"Sep 29, 2019","7.1483","7.1303","7.1483","7.1174","0.36%"
"Sep 22, 2019","7.1227","7.0900","7.1388","7.0900","0.44%"
"Sep 15, 2019","7.0916","7.0781","7.1052","7.0619","0.17%"
"Sep 08, 2019","7.0794","7.1177","7.1387","7.0675","-0.51%"
"Sep 01, 2019","7.1157","7.1569","7.1870","7.1126","-0.57%"
"Aug 25, 2019","7.1568","7.1375","7.1729","7.1364","0.86%"
"Aug 18, 2019","7.0960","7.0411","7.1018","7.0404","0.76%"
"Aug 11, 2019","7.0428","7.0615","7.0704","7.0099","-0.28%"
"Aug 04, 2019","7.0624","7.0137","7.0644","7.0111","1.76%"
"Jul 28, 2019","6.9405","6.8803","6.9504","6.8760","0.89%"
"Jul 21, 2019","6.8792","6.8819","6.8848","6.8659","-0.04%"
"Jul 14, 2019","6.8822","6.8806","6.8839","6.8700","0.02%"
"Jul 07, 2019","6.8808","6.8937","6.8962","6.8579","-0.19%"
"Jun 30, 2019","6.8936","6.8654","6.8939","6.8322","0.39%"
"Jun 23, 2019","6.8668","6.8704","6.8936","6.8595","-0.05%"
"Jun 16, 2019","6.8700","6.9261","6.9314","6.8336","-0.80%"
"Jun 09, 2019","6.9255","6.9240","6.9362","6.9076","0.23%"
"Jun 02, 2019","6.9097","6.9075","6.9209","6.9007","0.07%"
"May 26, 2019","6.9050","6.9006","6.9198","6.8821","0.07%"
"May 19, 2019","6.9002","6.9001","6.9199","6.8957","-0.27%"
"May 12, 2019","6.9187","6.8225","6.9187","6.8225","1.39%"
"May 05, 2019","6.8240","6.7359","6.8312","6.7359","1.33%"
"Apr 28, 2019","6.7346","6.7297","6.7425","6.7270","0.07%"
"Apr 21, 2019","6.7298","6.7043","6.7499","6.7030","0.38%"
"Apr 14, 2019","6.7042","6.7039","6.7134","6.6838","-0.00%"
"Apr 07, 2019","6.7044","6.7143","6.7235","6.6989","-0.22%"
"Mar 31, 2019","6.7190","6.7120","6.7251","6.6998","0.10%"
"Mar 24, 2019","6.7120","6.7204","6.7406","6.7023","-0.09%"
"Mar 17, 2019","6.7181","6.7149","6.7218","6.6704","0.06%"
"Mar 10, 2019","6.7138","6.7203","6.7302","6.7019","-0.12%"
"Mar 03, 2019","6.7216","6.7073","6.7278","6.6855","0.23%"
"Feb 24, 2019","6.7064","6.7133","6.7133","6.6734","-0.12%"
"Feb 17, 2019","6.7142","6.7743","6.7829","6.6915","-0.87%"
"Feb 10, 2019","6.7730","6.7469","6.7992","6.7469","0.42%"
"Feb 03, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Jan 27, 2019","6.7448","6.7421","6.7551","6.6927","-0.04%"
"Jan 20, 2019","6.7473","6.7941","6.8129","6.7472","-0.47%"
"Jan 13, 2019","6.7790","6.7446","6.7831","6.7362","0.24%"
"Jan 06, 2019","6.7630","6.8532","6.8644","6.7394","-1.55%"
"Dec 30, 2018","6.8692","6.8637","6.8856","6.8512","-0.14%"
"Dec 23, 2018","6.8785","6.9095","6.9148","6.8500","-0.41%"
"Dec 16, 2018","6.9065","6.9016","6.9150","6.8818","-0.02%"
"Dec 09, 2018","6.9077","6.8905","6.9180","6.8650","0.47%"
"Dec 02, 2018","6.8757","6.9266","6.9359","6.8332","-1.22%"
"Nov 25, 2018","6.9605","6.9503","6.9616","6.9378","0.17%"
"Nov 18, 2018","6.9485","6.9334","6.9505","6.9222","0.15%"
"Nov 11, 2018","6.9380","6.9514","6.9709","6.9297","-0.27%"
"Nov 04, 2018","6.9568","6.8909","6.9568","6.8909","0.96%"
"Oct 28, 2018","6.8907","6.9401","6.9776","6.8689","-0.76%"
"Oct 21, 2018","6.9435","6.9301","6.9652","6.9301","0.20%"
"Oct 14, 2018","6.9297","6.9201","6.9426","6.9059","0.10%"
"Oct 07, 2018","6.9225","6.9063","6.9374","6.8914","0.78%"
"Sep 30, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Sep 23, 2018","6.8689","6.8583","6.8919","6.8581","0.17%"
"Sep 16, 2018","6.8571","6.8677","6.8794","6.8337","-0.17%"
"Sep 09, 2018","6.8690","6.8486","6.8810","6.8259","0.37%"
"Sep 02, 2018","6.8438","6.8425","6.8498","6.8064","0.18%"
"Aug 26, 2018","6.8315","6.8172","6.8485","6.7987","0.36%"
"Aug 19, 2018","6.8070","6.8634","6.8947","6.8070","-1.03%"
"Aug 12, 2018","6.8775","6.8765","6.9366","6.8687","0.44%"
"Aug 05, 2018","6.8472","6.8255","6.8633","6.7988","0.20%"
"Jul 29, 2018","6.8332","6.8183","6.8949","6.7908","0.29%"
"Jul 22, 2018","6.8137","6.7573","6.8409","6.7400","0.63%"
"Jul 15, 2018","6.7709","6.6924","6.8155","6.6756","1.18%"
"Jul 08, 2018","6.6917","6.6407","6.7054","6.5996","0.72%"
"Jul 01, 2018","6.6436","6.6308","6.7207","6.6044","0.34%"
"Jun 24, 2018","6.6210","6.5038","6.6429","6.5038","1.77%"
"Jun 17, 2018","6.5058","6.4409","6.5098","6.4409","1.03%"
"Jun 10, 2018","6.4394","6.4065","6.4394","6.3906","0.51%"
"Jun 03, 2018","6.4066","6.4215","6.4264","6.3864","-0.21%"
"May 27, 2018","6.4204","6.3904","6.4354","6.3899","0.45%"
"May 20, 2018","6.3918","6.3792","6.3960","6.3656","0.18%"
"May 13, 2018","6.3800","6.3337","6.3827","6.3337","0.72%"
"May 06, 2018","6.3341","6.3507","6.3830","6.3255","-0.45%"
"Apr 29, 2018","6.3627","6.3564","6.3733","6.3449","0.47%"
"Apr 22, 2018","6.3332","6.2961","6.3472","6.2890","0.58%"
"Apr 15, 2018","6.2965","6.2770","6.2984","6.2626","0.34%"
"Apr 08, 2018","6.2750","6.3021","6.3193","6.2670","-0.48%"
"Apr 01, 2018","6.3052","6.2680","6.3098","6.2680","0.48%"
"Mar 25, 2018","6.2753","6.3117","6.3186","6.2437","-0.64%"
"Mar 18, 2018","6.3160","6.3391","6.3416","6.3160","-0.30%"
"Mar 11, 2018","6.3350","6.3321","6.3377","6.3102","0.04%"
"Mar 04, 2018","6.3326","6.3322","6.3556","6.3133","-0.20%"
"Feb 25, 2018","6.3454","6.3247","6.3627","6.2958","0.13%"
"Feb 18, 2018","6.3373","6.3494","6.3670","6.3354","-0.17%"
"Feb 11, 2018","6.3482","6.2957","6.3574","6.2893","0.81%"
"Feb 04, 2018","6.2969","6.3017","6.3403","6.2523","-0.07%"
"Jan 28, 2018","6.3014","6.3280","6.3468","6.2707","-0.30%"
"Jan 21, 2018","6.3201","6.4088","6.4142","6.3118","-1.31%"
"Jan 14, 2018","6.4040","6.4550","6.4589","6.3926","-0.88%"
"Jan 07, 2018","6.4610","6.4742","6.5348","6.4536","-0.43%"
"Dec 31, 2017","6.4887","6.4953","6.5118","6.4794","-0.28%"
"Dec 24, 2017","6.5066","6.5694","6.5717","6.5027","-1.08%"
"Dec 17, 2017","6.5774","6.6132","6.6200","6.5560","-0.48%"
"Dec 10, 2017","6.6094","6.6156","6.6235","6.6043","-0.18%"
"Dec 03, 2017","6.6212","6.6114","6.6219","6.6113","0.06%"
"Nov 26, 2017","6.6174","6.6034","6.6212","6.5941","0.23%"
"Nov 19, 2017","6.6022","6.6269","6.6443","6.5740","-0.37%"
"Nov 12, 2017","6.6268","6.6502","6.6533","6.6146","-0.22%"
"Nov 05, 2017","6.6414","6.6376","6.6466","6.6220","0.04%"
"Oct 29, 2017","6.6390","6.6486","6.6531","6.5860","-0.19%"
"Oct 22, 2017","6.6514","6.6201","6.6632","6.6201","0.47%"
"Oct 15, 2017","6.6205","6.5805","6.6386","6.5749","0.62%"
"Oct 08, 2017","6.5796","6.6544","6.6562","6.5702","-1.11%"
"Oct 01, 2017","6.6534","6.6534","6.6534","6.6534","0.00%"
"Sep 24, 2017","6.6534","6.5897","6.6821","6.5897","0.95%"
"Sep 17, 2017","6.5911","6.5472","6.6014","6.5469","0.59%"
"Sep 10, 2017","6.5526","6.5076","6.5587","6.4999","1.09%"
"Sep 03, 2017","6.4817","6.5595","6.5607","6.4390","-1.18%"
"Aug 27, 2017","6.5591","6.6504","6.6504","6.5516","-1.36%"
"Aug 20, 2017","6.6498","6.6733","6.6768","6.6463","-0.32%"
"Aug 13, 2017","6.6712","6.6615","6.6978","6.6566","0.10%"
"Aug 06, 2017","6.6647","6.7293","6.7318","6.6485","-0.96%"
"Jul 30, 2017","6.7290","6.7379","6.7379","6.7149","-0.12%"
"Jul 23, 2017","6.7374","6.7675","6.7675","6.7242","-0.44%"
"Jul 16, 2017","6.7669","6.7747","6.7759","6.7410","-0.13%"
"Jul 09, 2017","6.7758","6.8056","6.8088","6.7692","-0.44%"
"Jul 02, 2017","6.8060","6.7778","6.8069","6.7778","0.37%"
"Jun 25, 2017","6.7809","6.8326","6.8456","6.7614","-0.81%"
"Jun 18, 2017","6.8366","6.8118","6.8454","6.8069","0.38%"
"Jun 11, 2017","6.8104","6.7949","6.8162","6.7865","0.18%"
"Jun 04, 2017","6.7980","6.7986","6.8059","6.7860","-0.20%"
"May 28, 2017","6.8117","6.8557","6.8559","6.7862","-0.64%"
"May 21, 2017","6.8556","6.8861","6.8974","6.8490","-0.43%"
"May 14, 2017","6.8850","6.8992","6.9022","6.8793","-0.21%"
"May 07, 2017","6.8994","6.9009","6.9102","6.8971","-0.05%"
"Apr 30, 2017","6.9031","6.8910","6.9032","6.8895","0.14%"
"Apr 23, 2017","6.8935","6.8836","6.9023","6.8821","0.11%"
"Apr 16, 2017","6.8859","6.8816","6.8924","6.8764","0.01%"
"Apr 09, 2017","6.8854","6.9069","6.9127","6.8749","-0.22%"
"Apr 02, 2017","6.9004","6.8858","6.9062","6.8858","0.19%"
"Mar 26, 2017","6.8871","6.8828","6.9064","6.8674","0.05%"
"Mar 19, 2017","6.8837","6.9048","6.9111","6.8819","-0.29%"
"Mar 12, 2017","6.9034","6.9074","6.9239","6.8914","-0.09%"
"Mar 05, 2017","6.9095","6.8895","6.9244","6.8895","0.18%"
"Feb 26, 2017","6.8972","6.8779","6.9079","6.8629","0.41%"
"Feb 19, 2017","6.8690","6.8705","6.8910","6.8652","0.04%"
"Feb 12, 2017","6.8665","6.8803","6.8906","6.8494","-0.17%"
"Feb 05, 2017","6.8785","6.8635","6.8926","6.8570","0.13%"
"Jan 29, 2017","6.8697","6.8700","6.8795","6.8692","-0.17%"
"Jan 22, 2017","6.8816","6.8618","6.8880","6.8383","0.07%"
"Jan 15, 2017","6.8765","6.8994","6.9069","6.8324","-0.35%"
"Jan 08, 2017","6.9005","6.9310","6.9386","6.8871","-0.29%"
"Jan 01, 2017","6.9207","6.9565","6.9634","6.8710","-0.35%"
"Dec 25, 2016","6.9450","6.9450","6.9606","6.9420","-0.02%"
"Dec 18, 2016","6.9464","6.9427","6.9592","6.9422","-0.20%"
"Dec 11, 2016","6.9603","6.9112","6.9624","6.9008","0.76%"
"Dec 04, 2016","6.9077","6.8863","6.9085","6.8658","0.31%"
"Nov 27, 2016","6.8865","6.9077","6.9093","6.8822","-0.48%"
"Nov 20, 2016","6.9198","6.8892","6.9232","6.8842","0.45%"
"Nov 13, 2016","6.8887","6.8103","6.8929","6.8103","1.12%"
"Nov 06, 2016","6.8125","6.7569","6.8193","6.7569","0.83%"
"Oct 30, 2016","6.7565","6.7722","6.7798","6.7564","-0.33%"
"Oct 23, 2016","6.7790","6.7650","6.7899","6.7650","0.18%"
"Oct 16, 2016","6.7667","6.7312","6.7672","6.7309","0.56%"
"Oct 09, 2016","6.7289","6.6689","6.7326","6.6689","0.86%"
"Oct 02, 2016","6.6716","6.6716","6.6716","6.6716","0.00%"
"Sep 25, 2016","6.6716","6.6757","6.6765","6.6659","0.03%"
"Sep 18, 2016","6.6695","6.6711","6.6738","6.6608","-0.06%"
"Sep 11, 2016","6.6734","6.6796","6.6837","6.6707","-0.07%"
"Sep 04, 2016","6.6780","6.6792","6.6872","6.6560","-0.04%"
"Aug 28, 2016","6.6805","6.6765","6.6832","6.6713","0.13%"
"Aug 21, 2016","6.6719","6.6657","6.6723","6.6404","0.28%"
"Aug 14, 2016","6.6532","6.6448","6.6551","6.6151","0.27%"
"Aug 07, 2016","6.6353","6.6615","6.6673","6.6288","-0.32%"
"Jul 31, 2016","6.6565","6.6325","6.6566","6.6268","0.29%"
"Jul 24, 2016","6.6373","6.6823","6.6830","6.6361","-0.63%"
"Jul 17, 2016","6.6795","6.6935","6.7069","6.6703","-0.14%"
"Jul 10, 2016","6.6887","6.6872","6.6947","6.6803","0.01%"
"Jul 03, 2016","6.6880","6.6544","6.6950","6.6508","0.49%"
"Jun 26, 2016","6.6557","6.6365","6.6623","6.6325","0.51%"
"Jun 19, 2016","6.6218","6.5894","6.6313","6.5743","0.51%"
"Jun 12, 2016","6.5884","6.5625","6.6078","6.5625","0.40%"
"Jun 05, 2016","6.5620","6.5553","6.5763","6.5553","-0.04%"
"May 29, 2016","6.5648","6.5787","6.5951","6.5648","0.02%"
"May 22, 2016","6.5633","6.5435","6.5666","6.5418","0.22%"
"May 15, 2016","6.5490","6.5265","6.5490","6.5161","0.26%"
"May 08, 2016","6.5320","6.4985","6.5343","6.4945","0.49%"
"May 01, 2016","6.5001","6.4752","6.5123","6.4729","0.40%"
"Apr 24, 2016","6.4741","6.5061","6.5088","6.4622","-0.41%"
"Apr 17, 2016","6.5009","6.4774","6.5009","6.4577","0.39%"
"Apr 10, 2016","6.4756","6.4642","6.4908","6.4576","0.15%"
"Apr 03, 2016","6.4658","6.4702","6.4902","6.4629","-0.20%"
"Mar 27, 2016","6.4786","6.5181","6.5200","6.4480","-0.57%"
"Mar 20, 2016","6.5160","6.4828","6.5231","6.4784","0.69%"
"Mar 13, 2016","6.4716","6.4949","6.5263","6.4629","-0.36%"
"Mar 06, 2016","6.4953","6.5079","6.5241","6.4863","-0.20%"
"Feb 28, 2016","6.5080","6.5476","6.5549","6.5050","-0.50%"
"Feb 21, 2016","6.5404","6.5179","6.5414","6.5171","0.28%"
"Feb 14, 2016","6.5224","6.5307","6.5312","6.4892","-0.78%"
"Feb 07, 2016","6.5739","6.5739","6.5739","6.5739","0.00%"
"Jan 31, 2016","6.5739","6.5767","6.5842","6.5662","-0.03%"
"Jan 24, 2016","6.5761","6.5789","6.5849","6.5732","-0.04%"
"Jan 17, 2016","6.5790","6.5842","6.5842","6.5752","-0.09%"
"Jan 10, 2016","6.5849","6.5941","6.5941","6.5666","-0.17%"
"Jan 03, 2016","6.5964","6.5102","6.5977","6.5102","1.58%"
"Dec 27, 2015","6.4936","6.4763","6.4950","6.4761","0.27%"
"Dec 20, 2015","6.4764","6.4809","6.4825","6.4692","-0.08%"
"Dec 13, 2015","6.4815","6.4647","6.4851","6.4561","0.41%"
"Dec 06, 2015","6.4553","6.4009","6.4573","6.4009","0.85%"
"Nov 29, 2015","6.4010","6.3963","6.4041","6.3891","0.10%"
"Nov 22, 2015","6.3949","6.3845","6.3966","6.3845","0.16%"
"Nov 15, 2015","6.3850","6.3774","6.3869","6.3617","0.18%"
"Nov 08, 2015","6.3738","6.3639","6.3754","6.3533","0.33%"
"Nov 01, 2015","6.3530","6.3190","6.3548","6.3174","0.55%"
"Oct 25, 2015","6.3181","6.3491","6.3602","6.3158","-0.49%"
"Oct 18, 2015","6.3491","6.3552","6.3686","6.3403","-0.05%"
"Oct 11, 2015","6.3525","6.3353","6.3593","6.3178","0.11%"
"Oct 04, 2015","6.3453","6.3557","6.3557","6.3431","-0.17%"
"Sep 27, 2015","6.3560","6.3727","6.3727","6.3496","-0.28%"
"Sep 20, 2015","6.3741","6.3643","6.3845","6.3627","0.15%"
"Sep 13, 2015","6.3643","6.3745","6.3760","6.3595","-0.17%"
"Sep 06, 2015","6.3750","6.3574","6.3871","6.3560","0.30%"
"Aug 30, 2015","6.3559","6.3898","6.3898","6.3550","-0.51%"
"Aug 23, 2015","6.3885","6.3897","6.4265","6.3845","-0.00%"
"Aug 16, 2015","6.3888","6.3914","6.4151","6.3822","-0.05%"
"Aug 09, 2015","6.3918","6.2106","6.4496","6.2094","2.93%"
"Aug 02, 2015","6.2097","6.2104","6.2116","6.2085","0.00%"
"Jul 26, 2015","6.2097","6.2096","6.2097","6.2076","0.00%"
"Jul 19, 2015","6.2096","6.2095","6.2099","6.2074","0.00%"
"Jul 12, 2015","6.2095","6.2092","6.2106","6.2075","0.00%"
"Jul 05, 2015","6.2092","6.2040","6.2111","6.2040","0.06%"
"Jun 28, 2015","6.2057","6.2092","6.2122","6.2003","-0.05%"
"Jun 21, 2015","6.2090","6.2085","6.2107","6.2060","-0.01%"
"Jun 14, 2015","6.2095","6.2079","6.2151","6.2061","0.02%"
"Jun 07, 2015","6.2083","6.2052","6.2084","6.2018","0.08%"
"May 31, 2015","6.2034","6.1984","6.2100","6.1936","0.08%"
"May 24, 2015","6.1983","6.1975","6.2072","6.1956","0.01%"
"May 17, 2015","6.1974","6.2022","6.2070","6.1917","-0.14%"
"May 10, 2015","6.2061","6.2101","6.2110","6.1993","-0.05%"
"May 03, 2015","6.2094","6.2070","6.2108","6.1960","0.11%"
"Apr 26, 2015","6.2028","6.1955","6.2213","6.1950","0.15%"
"Apr 19, 2015","6.1935","6.1980","6.2047","6.1925","-0.07%"
"Apr 12, 2015","6.1978","6.2080","6.2167","6.1881","-0.17%"
"Apr 05, 2015","6.2085","6.1910","6.2119","6.1884","0.24%"
"Mar 29, 2015","6.1935","6.2130","6.2150","6.1886","-0.35%"
"Mar 22, 2015","6.2150","6.2052","6.2186","6.1975","0.16%"
"Mar 15, 2015","6.2052","6.2605","6.2640","6.1800","-0.87%"
"Mar 08, 2015","6.2595","6.2655","6.2694","6.2573","-0.05%"
"Mar 01, 2015","6.2625","6.2733","6.2765","6.2622","-0.11%"
"Feb 22, 2015","6.2696","6.2566","6.2698","6.2561","0.23%"
"Feb 15, 2015","6.2551","6.2440","6.2554","6.2427","0.24%"
"Feb 08, 2015","6.2403","6.2447","6.2505","6.2371","-0.06%"
"Feb 01, 2015","6.2440","6.2500","6.2606","6.2365","-0.10%"
"Jan 25, 2015","6.2500","6.2449","6.2558","6.2375","0.35%"
"Jan 18, 2015","6.2284","6.2210","6.2286","6.2061","0.34%"
"Jan 11, 2015","6.2070","6.2092","6.2130","6.1875","-0.03%"
"Jan 04, 2015","6.2088","6.2176","6.2237","6.2046","0.04%"
"Dec 28, 2014","6.2061","6.2120","6.2356","6.1908","-0.11%"
"Dec 21, 2014","6.2129","6.2210","6.2328","6.1917","-0.11%"
"Dec 14, 2014","6.2199","6.1878","6.2306","6.1828","0.53%"
"Dec 07, 2014","6.1869","6.1495","6.2064","6.1474","0.60%"
"Nov 30, 2014","6.1502","6.1434","6.1556","6.1434","0.11%"
"Nov 23, 2014","6.1432","6.1289","6.1490","6.1288","0.30%"
"Nov 16, 2014","6.1249","6.1296","6.1305","6.1162","-0.08%"
"Nov 09, 2014","6.1295","6.1180","6.1315","6.1132","0.11%"
"Nov 02, 2014","6.1227","6.1169","6.1231","6.1102","0.16%"
"Oct 26, 2014","6.1127","6.1162","6.1170","6.1075","-0.07%"
"Oct 19, 2014","6.1170","6.1238","6.1251","6.1155","-0.11%"
